"Provincia","Codice","Tipologia","Denominazione","Indirizzo","Civico","Localita","Cod. comune","Comune","CAP","Distr.","Telefono","Caratteristica scuola","Sede direttivo","Codice sede riferimento","Codice sede di direttivo","Denominazione sede direttivo","Indirizzo sede di direttivo","Cod. comune sede dir.","Comune sede di direttivo","CAP sede dir.","Distr. sede dir.","Classificazione Autonomia","Organico Autonomia","Organico Sede","Num. Sedi Autonomia","Macrotipologia Autonomia","Tipologia Autonomia","Tipologia Sede","S-Comune montano","Telefono Sede Autonomia","Fax Sede Autonomia","Fax Sede Autonomia_1","Indirizzo E-Mail Autonomia","Indirizzo E-Mail sede corsi","Indirizzo PEC Autonomia","Indirizzo PEC sede corsi","Codice_ISTAT_comune_SEDE","coorY","coorX","location"
"MI","MIEE8F0015","Istituto Istruzione Primario","Primaria - Micca","Via Gattamelata","35",,"F205","MILANO","20149",,,"Ordinaria","SI","MIIC8F0003","MIIC8F0003","IC di Milano, Via Gattamelata 35","Via Gattamelata, 35","F205","MILANO","20149",,"Statale","1227","658","3","Primo ciclo","Istituto Comprensivo",,"Non montano","0288444985","0234933185","023494975","miee02600n@istruzione.it","elem.pietromicca@tiscali.it","miee02600n@pec.istruzione.it","miee02600n@pec.istruzione.it","15146","45,48384823","9,15215311","(45.48384823, 9.15215311)"
"MI","MIRC12002N","Istituto Istruzione Secondario Secondo grado","I. P. Servizi - Falck succursale","Via G. di Vittorio","1","CINISELLO BALSAMO","C707","CINISELLO BALSAMO","20092","065","026181235","Succursale","NO","MIRC12000G","MIRC12000G","E. Falck","Via Balilla, 50","I690","SESTO SAN GIOVANNI","20099","064","Statale","900","286","4","Secondo ciclo","Istituto Professionale","Istituto Professionale","Non montano","0222470239","0226221270",,"mirc12000g@istruzione.it",,"mirc12000g@pec.istruzione.it","mirc12000g@pec.istruzione.it","15077","45,55337937","9,20711464","(45.55337937, 9.20711464)"
"MI","MIAA8FJ02R","Scuola dell'Infanzia","Infanzia - via Sondrio","Via Sondrio",,,"G220","PADERNO DUGNANO","20037","065",,"Ordinaria","NO","MIIC8FJ00V","MIIC8FJ00V","Croci","Via Chopin, 9","G220","PADERNO DUGNANO","20037","065","Statale","836","72","4","Primo ciclo","Istituto Comprensivo",,"Non montano","029181045","0299045055",,"mimm64200q@istruzione.it",,,"miee277008@pec.istruzione.it","15166","45,57091096","9,19572713","(45.57091096, 9.19572713)"
"MI","MIEE8AV025","Istituto Istruzione Primario","Primaria - Mombretto - via Verga","Via Verga",,"FRAZ MOMBRETTO","F084","MEDIGLIA","20060","057","029067186","Ordinaria","NO","MIIC8AV002","MIIC8AV002","Mediglia","Viale Europa, 4","F084","MEDIGLIA","20060","057","Statale","1315","192","8","Primo ciclo","Istituto Comprensivo",,"Non montano","0290662530","0290662546",,"miic8av002@istruzione.it",,"miic8av002@pec.istruzione.it","miic8av002@pec.istruzione.it","15139","45,42177912","9,36383509","(45.42177912, 9.36383509)"
"MI","MICT71300A","Ctp","C.T.P. - Via Russo sede associata","Via Pontano","43","MILANO","F205","MILANO","20127",,"022847034","Ordinaria","NO","MI991473DRM","MI991473DRM","CPIA - Milano","Via De Rossi, 2","F205","MILANO","20156","083","Cpia","0","0","12","Istruzione Adulti","CTP",,"Non montano",,"0233000715",,"franca.eda@tiscalinet.it",,,"miee8dt01b - 01@pec.istruzione.it","15146","45,49614813","9,22682819","(45.49614813, 9.22682819)"
"MI","MIEE8C6018","Istituto Istruzione Primario","Primaria - via Magreglio","Via Magreglio","1","MILANO","F205","MILANO","20151","093","0238009114","Ordinaria","NO","MIIC8C6006","MIIC8C6006","IC Via Pareto","Via Gallarate, 15","F205","MILANO","20151","093","Statale","779","153","4","Primo ciclo","Istituto Comprensivo",,"Non montano","02 33007203","02 88444078",,"miic8c6006@istruzione.it",,"miic8c6006@pec.istruzione.it","miic8c6006@pec.istruzione.it","15146","45,49577899","9,13358962","(45.49577899, 9.13358962)"
"MI","MIPS05701T","Istituto Istruzione Secondario Secondo grado","L. Scientifico - N. Moreschi","Viale San Michele del Carso","25","MILANO","F205","MILANO","20144","079","024812076","Ordinaria","NO","MIIS05700B","MIIS05700B","N. Moreschi","Via San Michele Del Carso, 25","F205","MILANO","20144","079","Statale","1283","463","2","Secondo ciclo","Istituto di Istruzione Superiore","Liceo","Non montano","024812076","024814561",,"miis05700b@istruzione.it",,"miis05700b@pec.istruzione.it","miis05700b@pec.istruzione.it","15146","45,46391572","9,16418064","(45.46391572, 9.16418064)"
"MI","MIAA8AZ019","Scuola dell'Infanzia","Infanzia - Primavera","Via Rovani",,,"I690","SESTO SAN GIOVANNI","20099","064",,"Ordinaria","NO","MIIC8AZ009","MIIC8AZ009","G. Rovani","Via Marconi, 44","I690","SESTO SAN GIOVANNI","20099","064","Statale","1123","126","5","Primo ciclo","Istituto Comprensivo",,"Non montano","023658321","0236583219",,"info@ic-rovani.it",,"info@pec.ic-rovani.it","miaa371034@pec.istruzione.it","15209","45,5359542","9,23004275","(45.5359542, 9.23004275)"
"MI","MIAA8ED01L","Scuola dell'Infanzia","Infanzia - Bruno Munari","Via Galimberti","12",,"A940","BOLLATE","20021","066",,"Ordinaria","NO","MIIC8ED00Q","MIIC8ED00Q","Rosmini","Via Diaz, 44","A940","BOLLATE","20021","066","Statale","1104","94","4","Primo ciclo","Istituto Comprensivo",,"Non montano","0233300712","023506885",,"bollatei@tiscali.it",,,"miic8ed00q@pec.istruzione.it","15027","45,54352893","9,09977835","(45.54352893, 9.09977835)"
"MI","MIEE8B3049","Istituto Istruzione Primario","Primaria - Pozzo D'Adda","Via Kennedy",,"FRAZ BETTOLA","G955","POZZO D'ADDA","20060","059","0290960479","Ordinaria","NO","MIIC8B3004","MIIC8B3004","Diaz","Viale della Vittoria, 11","L667","VAPRIO D'ADDA","20069","059","Statale","1341","0","7","Primo ciclo","Istituto Comprensivo",,"Non montano","0290988252","0290970621",,"miic8b3004@istruzione.it",,"miic8b3004@pec.istruzione.it","miic8b3004@pec.istruzione.it","15177","45,5631795","9,49138024","(45.5631795, 9.49138024)"
"MI","MIMM8D702P","Istituto Istruzione Secondario Primo grado","Secondaria Primo Grado - Allende","Via Italia",,,"G220","PADERNO DUGNANO","20037","065",,"Ordinaria","NO","MIIC8D700L","MIIC8D700L","Allende","Via Italia, 13","G220","PADERNO DUGNANO","20037","065","Statale","1234","444","5","Primo ciclo","Istituto Comprensivo",,"Non montano","029183220","029181021",,"MIIC8D700L@istruzione.it",,"miic8d700l@pec.istruzione.it","mimm64200q@pec.istruzione.it","15166","45,57656954","9,16217267","(45.57656954, 9.16217267)"
"MI","MIAA8FC03D","Scuola dell'Infanzia","Infanzia - Rododendri","Via Rododendri",,,"H623","ROZZANO","20089","094",,"Ordinaria","NO","MIIC8FC00E","MIIC8FC00E","IC di Rozzano, Via dei Garofani","Via dei Garofani,","H623","ROZZANO","20089","094","Statale","1037","141","6","Primo ciclo","Istituto Comprensivo",,"Non montano","028250036","028250036",,"miee213009@istruzione.it",,"miee213009@pec.istruzione.it","miee213009@pec.istruzione.it","15189","45,38282154","9,15877145","(45.38282154, 9.15877145)"
"MI","MITF008514","Istituto Istruzione Secondario Secondo grado","I. T. Tecnologico  - A. Spinelli - C. Molaschi","Via Leopardi","132","-","I690","SESTO SAN GIOVANNI","20099","064","00022403441","Ordinaria","SI","MIIS008006","MIIS008006","A. Spinelli - C. Molaschi","Via Leopardi, 132","I690","SESTO SAN GIOVANNI","20099","064","Statale","1059","91","4","Secondo ciclo","Istituto di Istruzione Superiore","Istituto Tecnico","Non montano","022403441","0226225509","0226225509","MIIS008006@istruzione.it","MIIS008006@istruzione.it","miis008006@pec.istruzione.it","miis008006@pec.istruzione.it","15209","45,53834353","9,2274661","(45.53834353, 9.2274661)"
"MI","MIMM8CZ01G","Istituto Istruzione Secondario Primo grado","Secondaria Primo Grado - via Anemoni","Via Anemoni","10","-","F205","MILANO","20147","090","024152880","Ordinaria","NO","MIIC8CZ00E","MIIC8CZ00E","Narcisi","Via dei Narcisi, 2","F205","MILANO","20147","090","Statale","1310","318","4","Primo ciclo","Istituto Comprensivo",,"Non montano","02-88445739","02-88445745",,"miic8cz00e@istruzione.it",,"miic8cz00e@pec.istruzione.it","miic8cz00e@pec.istruzione.it","15146","45,45496245","9,13114619","(45.45496245, 9.13114619)"
"MI","MIEE8DD017","Istituto Istruzione Primario","Primaria - via Giacosa","Via Giacosa","46","-","F205","MILANO","20127","083","022619023","Ordinaria","SI","MIIC8DD005","MIIC8DD005","IC di Milano, Via Giacosa 46","Via Giacosa, 46","F205","MILANO","20127","083","Statale","1236","544","3","Primo ciclo","Istituto Comprensivo",,"Non montano","0288441582","022892800","022892800","miic8dd005@istruzione.it","iscsole@tin.it","miic8dd005@pec.istruzione.it","miic8dd005@pec.istruzione.it","15146","45,49500174","9,2214015","(45.49500174, 9.2214015)"
"MI","MIRC22000C","Istituto Istruzione Secondario Secondo grado","I. P. Servizi - Marignoni - Polo","Via Melzi D 'Eril","9","MILANO","F205","MILANO","20154","079","02313059","Ordinaria","NO","MIRC22000C","MIRC22000C","D. Marignoni - M. Polo","Via Melzi D'Eril, 9","F205","MILANO","20154","079","Statale","604","604","1","Secondo ciclo","Istituto Professionale","Istituto Professionale","Non montano","02313059","0233103924","0233103924","mirc22000c@istruzione.it","istitutomarignonipolo@gmail.com","mirc22000c@pec.istruzione.it","mirc22000c@pec.istruzione.it","15146","45,47825177","9,1735966","(45.47825177, 9.1735966)"
"MI","MITD01901V","Istituto Istruzione Secondario Secondo grado","I.T. Economico - Calvino","Via G. Rossa","4","-","H623","ROZZANO","20089","094","000257500115","Ordinaria","NO","MIIS01900L","MIIS01900L","Italo Calvino","Via Guido Rossa, 4","H623","ROZZANO","20089","094","Statale","1201","327","4","Secondo ciclo","Istituto di Istruzione Superiore","Istituto Tecnico","Non montano","0257500115","0257500163",,"info@istitutocalvino.it",,"miis01900l@pec.istruzione.it","miis01900l@pec.istruzione.it","15189","45,37759941","9,14889755","(45.37759941, 9.14889755)"
"MI","MIEE8AZ02G","Istituto Istruzione Primario","Primaria - XXV Aprile","Via Nino Bixio",,,"I690","SESTO SAN GIOVANNI","20099","064",,"Ordinaria","NO","MIIC8AZ009","MIIC8AZ009","G. Rovani","Via Marconi, 44","I690","SESTO SAN GIOVANNI","20099","064","Statale","1123","284","5","Primo ciclo","Istituto Comprensivo",,"Non montano","023658321","0236583219",,"info@ic-rovani.it",,"info@pec.ic-rovani.it","miee371017@pec.istruzione.it","15209","45,53401333","9,22193206","(45.53401333, 9.22193206)"
"MI","MIPS21002B-LL","Istituto Istruzione Secondario Secondo grado","L. Linguistico - Bruno succursale","Via Papa Giovanni XXIII","232","-","C003","CASSANO D'ADDA","20062","059","036365822","Succursale","NO","MIPS210009","MIPS210009","G. Bruno","Viale Svezia, 4","F119","MELZO","20066","058","Statale","1010","354","2","Secondo ciclo","Liceo","Liceo","Non montano","029552257","029551949",,"mips210009@istruzione.it",,"mips210009@pec.istruzione.it","mips21002b@pec.istruzione.it","15059","45,54212319","9,52051645","(45.54212319, 9.52051645)"
"MI","MIMM8B001N","Istituto Istruzione Secondario Primo grado","Secondaria Primo Grado - Negri","Via Fiume","20","VIMODRONE","M053","VIMODRONE","20090","058","022500341","Ordinaria","NO","MIIC8B000L","MIIC8B000L","IC di Vimodrone","Via Piave, 62","M053","VIMODRONE","20090","058","Statale","1472","328","7","Primo ciclo","Istituto Comprensivo",,"Non montano","0227401207","022501242",,"miic8b000l@istruzione.it",,"miic8b000l@pec.istruzione.it","miic8b000l@pec.istruzione.it","15242","45,51457918","9,28063877","(45.51457918, 9.28063877)"
"MI","MIAA8FF01V","Scuola dell'Infanzia","Infanzia - C.Collodi","Via Togliatti","8",,"H264","RHO","20017","067",,"Ordinaria","NO","MIIC8FF002","MIIC8FF002","Tommaso Grossi","Via Tommaso Grossi, 35","H264","RHO","20017","067","Statale","911","185","5","Primo ciclo","Istituto Comprensivo",,"Non montano","0293903288","0293469420",,"miee158057@istruzione.it",,,"miee195001@pec.istruzione.it","15182","45,53271269","9,07103248","(45.53271269, 9.07103248)"
"MI","MIEE8CC04X","Istituto Istruzione Primario","Primaria - via Don Castellazzi","Via Don Castellazzi",,,"C003","CASSANO D'ADDA","20062","059",,"Ordinaria","NO","MIIC8CC00P","MIIC8CC00P","IC di Cassano D'adda","Via Leonardo Da Vinci,","C003","CASSANO D'ADDA","20062","059","Statale","1826","74","8","Primo ciclo","Istituto Comprensivo",,"Non montano","036360061","0363361145",,"miic8cc00p@istruzione.it",,"miic8cc00p@pec.istruzione.it","miee364003@pec.istruzione.it","15059","45,50873443","9,53263578","(45.50873443, 9.53263578)"
"MI","MIMM8D9019","Istituto Istruzione Secondario Primo grado","Secondaria Primo Grado - Bonvesin De La Riva","Via Bonvesin De La Riva",,"LEGNANO","E514","LEGNANO","20025","069","0331548306","Ordinaria","NO","MIIC8D9008","MIIC8D9008","Bonvesin de La Riva","Via Bonvesin de la Riva, 1","E514","LEGNANO","20025","069","Statale","993","393","4","Primo ciclo","Istituto Comprensivo",,"Non montano",,,,,,"miic8d9008@pec.istruzione.it","miic8d9008@pec.istruzione.it","15118","45,5889554","8,91871725","(45.5889554, 8.91871725)"
"MI","MIPM03000T-01","Istituto Istruzione Secondario Secondo grado","L. Scienze Umane - Agnesi  succursale","Via Bazzi","18","MILANO","F205","MILANO","20141","078","000258100671","Succursale","NO","MIPM03000T","MIPM03000T","G. Agnesi","Via Tabacchi, 17-19","F205","MILANO","20136","078","Statale","1100","0","1","Secondo ciclo","Liceo","Liceo","Non montano","0258100671","0258112846",,"mipm03000t@istruzione.it",,"mipm03000t@pec.istruzione.it","mipm03000t@pec.istruzione.it","15146","45,4434577","9,18773345","(45.4434577, 9.18773345)"
"MI","MIMM8CT01V","Istituto Istruzione Secondario Primo grado","Secondaria Primo Grado - G. Cassinis","Via Hermada","18","MILANO","F205","MILANO","20162","082","0288447803","Ordinaria","NO","MIIC8CT00T","MIIC8CT00T","IC di Milano, Via Passerini","Via Passerini, 4-8","F205","MILANO","20162","082","Statale","1026","301","3","Primo ciclo","Istituto Comprensivo",,"Non montano","0288447726","0288447733",,"miic8ct00t@istruzione.it",,"miic8ct00t@pec.istruzione.it","miic8ct00t@pec.istruzione.it","15146","45,51447615","9,18867675","(45.51447615, 9.18867675)"
"MI","MIEE8DG03R","Istituto Istruzione Primario","Primaria - C. Poerio","Via Pianell","40","MILANO","F205","MILANO","20126","082","0288448276","Ordinaria","NO","MIIC8DG00L","MIIC8DG00L","Arbe Zara","Viale Zara, 96","F205","MILANO","20162","075","Statale","1102","374","4","Primo ciclo","Istituto Comprensivo",,"Non montano","02/6080097","02/60730936",,"miic8dg00l@istruzione.it",,"miic8dg00l@pec.istruzione.it","miic8dg00l@pec.istruzione.it","15146","45,50787882","9,20320745","(45.50787882, 9.20320745)"
"MI","MIMM8D4016","Istituto Istruzione Secondario Primo grado","Secondaria Primo Grado - Dino Buzzati","Via Maniago","30","MILANO","F205","MILANO","20134","085","022158502","Ordinaria","SI","MIIC8D4005","MIIC8D4005","IC di Milano, Via Maniago","Via Maniago, 30","F205","MILANO","20134","085","Statale","1201","535","3","Primo ciclo","Istituto Comprensivo",,"Non montano","0288440293","0288440294","022158502","miic8d4005@istruzione.it","mimm66500c@istruzione.it","miic8d4005@pec.istruzione.it","miic8d4005@pec.istruzione.it","15146","45,48978082","9,23918587","(45.48978082, 9.23918587)"
"MI","MITD09301R","Istituto Istruzione Secondario Secondo grado","I. T. Economico e tecnologico - M. Curie - P. Sraffa","Via Fratelli Zoia","130",,"F205","MILANO","20153",,,"Ordinaria","SI","MIIS09300E","MIIS09300E","M. Curie - P. Sraffa","Via Fratelli Zoia, 130","F205","MILANO","20153",,"Statale","901","175","2","Secondo ciclo","Istituto di Istruzione Superiore","Istituto Tecnico","Non montano","024525871","024525113","024525887","mitf14000a@istruzione.it","alunni@intralux.it","mitf14000a@pec.istruzione.it","miis09300e@pec.istruzione.it","15146","45,46935498","9,10973519","(45.46935498, 9.10973519)"
"MI","MISL047014","Istituto Istruzione Secondario Secondo grado","L. Artistico - De Nicola","Via Saint Denis","200","-","I690","SESTO SAN GIOVANNI","20099","064","000226224610","Ordinaria","SI","MIIS04700R","MIIS04700R","E. De Nicola","Via Saint Denis, 200","I690","SESTO SAN GIOVANNI","20099","064","Statale","915","293","3","Secondo ciclo","Istituto di Istruzione Superiore","Liceo","Non montano","0226224610","022480991",,"miis04700r@istruzione.it",,"miis04700r@pec.istruzione.it","miis04700r@pec.istruzione.it","15209","45,54035","9,2227504","(45.54035, 9.2227504)"
"MI","MIPS070007","Istituto Istruzione Secondario Secondo grado","L. Scientifico - Vittorio Veneto","Via De Vincenti","7","MILANO","F205","MILANO","20148","092","02405007","Ordinaria","SI","MIPS070007","MIPS070007","Vittorio Veneto","Via De Vincenti, 7","F205","MILANO","20148","092","Statale","1247","1247","1","Secondo ciclo","Liceo","Liceo","Non montano","02405007","0240092330","0240092330","mips070007@istruzione.it","posta@liceovittorioveneto.it","mips070007@pec.istruzione.it","mips070007@pec.istruzione.it","15146","45,47773885","9,142555","(45.47773885, 9.142555)"
"MI","MIEE8EN02P","Istituto Istruzione Primario","Primaria - XXV Aprile","Via Molinazzo","35",,"D013","CORMANO","20032","065",,"Ordinaria","SI","MIIC8EN00G","MIIC8EN00G","XXV Aprile","Via Molinazzo, 35","D013","CORMANO","20032","065","Statale","920","388","4","Primo ciclo","Istituto Comprensivo",,"Non montano","02 66301963","02 66303324","0266303324","miic8en00g@istruzione.it",,"miic8en00g@pec.istruzione.it","miee8en02p@pec.istruzione.it","15086","45,54198284","9,16836733","(45.54198284, 9.16836733)"
"MI","MIEE8EQ015","Istituto Istruzione Primario","Primaria - via Manzoni","Via Manzoni","13",,"L409","TREZZANO SUL NAVIGLIO","20090","073",,"Ordinaria","NO","MIIC8EQ003","MIIC8EQ003","Gobetti","Via Tintoretto, 9","L409","TREZZANO SUL NAVIGLIO","20090","073","Statale","985","243","5","Primo ciclo","Istituto Comprensivo",,"Non montano","024456971","02 48401956","0248401956","MIIC8EQ003@istruzione.it","smelocc@tin.it","MIIC8EQ003@pec.istruzione.it","miee285018@pec.istruzione.it","15220","45,42752624","9,06131625","(45.42752624, 9.06131625)"
"MI","MIAA8BH025","Scuola dell'Infanzia","Infanzia - Cassina De' Pecchi","Via Gramsci",,"CASSINA DE' PECCHI","C014","CASSINA DE' PECCHI","20060","058","029529880","Ordinaria","NO","MIIC8BH007","MIIC8BH007","IC di Cassina de' Pecchi","Piazza UnitÃ  d'Italia,","C014","CASSINA DE' PECCHI","20060","058","Statale","1209","110","4","Primo ciclo","Istituto Comprensivo",,"Non montano",,,,"miic8bh007@istruzione.it",,"miic8bh007@pec.istruzione.it","miic8bh007@pec.istruzione.it","15060","45,52301354","9,36296569","(45.52301354, 9.36296569)"
"MI","MIMM8FT01G","Istituto Istruzione Secondario Primo grado","Secondaria Primo Grado - Tiepolo","Piazza Ascoli","2",,"F205","MILANO","20129",,,"Ordinaria","NO","MIIC8FT00E","MIIC8FT00E","IC di Milano, Piazza Leonardo da Vinci","Piazza Leonardo da Vinci , 2","F205","MILANO","20133",,"Statale","1697","769","3","Primo ciclo","Istituto Comprensivo",,"Non montano",,,"027381450","miee066004@istruzione.it","mimm082001@istruzione.it","miee066004@pec.istruzione.it","mimm082001@pec.istruzione.it","15146","45,47303408","9,21750026","(45.47303408, 9.21750026)"
"MI","MIAA8DF01N","Scuola dell'Infanzia","Infanzia - e Primaria - sez. Ospedaliera","Piazza Ospedale Maggiore","3","MILANO","F205","MILANO","20162","082","026438415","Ospedaliera","NO","MIIC8DF00R","MIIC8DF00R","Sandro Pertini","Via Thomas Mann, 8","F205","MILANO","20162","082","Statale","1144","50","6","Primo ciclo","Istituto Comprensivo",,"Non montano","0266105264","0288447722",,"miic8df00r@istruzione.it",,"miic8df00r@pec.istruzione.it","miic8df00r@pec.istruzione.it","15146","45,50915842","9,18886923","(45.50915842, 9.18886923)"
"MI","MIAA8BJ01X","Scuola dell'Infanzia","Infanzia - Carugate","Via del Ginestrino",,"CARUGATE","B850","CARUGATE","20061","058","029254720","Ordinaria","NO","MIIC8BJ003","MIIC8BJ003","IC di Carugate","Via San.Francesco, 5","B850","CARUGATE","20061","058","Statale","1450","135","5","Primo ciclo","Istituto Comprensivo",,"Non montano","0292151388","029253741",,"miic8bj003@istruzione.it",,"miic8bj003@pec.istruzione.it","miic8bj003@pec.istruzione.it","15051","45,5524035","9,34416429","(45.5524035, 9.34416429)"
"MI","MISL01050T","Istituto Istruzione Secondario Secondo grado","L. Artistico -Brera Serale","Via Hajech","27","MILANO","F205","MILANO","20129","084","000270102093","Ordinaria","SI","MISL01000C","MISL01000C","Liceo Artistico Statale di Brera","Via Hajech, 27","F205","MILANO","20129","084","Statale","1450","0","2","Secondo ciclo","Istituto di Istruzione Superiore","Liceo","Non montano","02713443","0276110185",,"misl01000c@istruzione.it",,"misl01000c@pec.istruzione.it","miisl01050t@pec.istruzione.it","15146","45,46410259","9,21842644","(45.46410259, 9.21842644)"
"MI","MIRC089517","Istituto Istruzione Secondario Secondo grado","I.P. Servizi - Olivetti - Puecher serale","Via Bersaglio","56",,"H264","RHO","20017","067",,"Ordinaria","SI","MIIS08900V","MIIS08900V","G. Puecher - A. Olivetti","Via Bersaglio, 56","H264","RHO","20017","067","Statale","1019","0","4","Secondo ciclo","Istituto Professionale","Istituto Professionale","Non montano","029302236","029307642",,"mirc110001@istruzione.it",,"mirc110001@pec.istruzione.it","mirc089517@pec.istruzione.it","15182","45,53563708","9,04951307","(45.53563708, 9.04951307)"
"MI","MIAA8F301B","Scuola dell'Infanzia","Infanzia - via Battisti","Via Battisti",,,"G220","PADERNO DUGNANO","20037","065",,"Ordinaria","NO","MIIC8F300E","MIIC8F300E","De Marchi","Via IV Novembre, 49","G220","PADERNO DUGNANO","20037","065","Statale","1161","156","5","Primo ciclo","Istituto Comprensivo",,"Non montano","029181747","0299045135",,"miic8f300e@istruzione.it",,"miic8f300e@pec.istruzione.it","miee135009@pec.istruzione.it","15166","45,5634798","9,16106131","(45.5634798, 9.16106131)"
"MI","MITF13000Q","Istituto Istruzione Secondario Secondo grado","I.T. Tecnologico -  Cannizzaro","Via R. Sanzio","2","RHO","H264","RHO","20017","067","00029303576","Ordinaria","NO","MITF13000Q","MITF13000Q","S. Cannizzaro","Via Sanzio, 2","H264","RHO","20017","067","Statale","678","678","1","Secondo ciclo","Istituto Tecnico","Istituto Tecnico","Non montano","029303557","029302752","029302752","mitf13000q@istruzione.it","itiscann@tin.it","mitf13000q@pec.istruzione.it","mitf13000q@pec.istruzione.it","15182","45,52627892","9,03916321","(45.52627892, 9.03916321)"
"MI","MIPC00101P","Istituto Istruzione Secondario Secondo grado","L. Classico - G. Casiraghi","Via Gorki","106","-","C707","CINISELLO BALSAMO","20092","065","026173828","Ordinaria","SI","MIIS00100B","MIIS00100B","G. Casiraghi","Via Gorki, 106","C707","CINISELLO BALSAMO","20092","065","Statale","1400","222","2","Secondo ciclo","Liceo","Liceo","Non montano","026173001","0261290579",,"miis00100b@istruzione.it",,"miis00100b@pec.istruzione.it","miis00100b@pec.istruzione.it","15077","45,54583512","9,21831029","(45.54583512, 9.21831029)"
"MI","MITD450009-TT","Istituto Istruzione Secondario Secondo grado","I. T. Tecnologico - Erasmo Da Rotterdam","Via Varalli","24","-","A940","BOLLATE","20021","066","00023506460","Ordinaria","SI","MITD450009","MITD450009","Erasmo da Rotterdam","Via Varalli, 24","A940","BOLLATE","20021","066","Statale","1042","1042","1","Secondo ciclo","Istituto Tecnico","Istituto Tecnico","Non montano","023506460","0233300549","0233300549","mitd450009@istruzione.it","mitd450009@istruzione.it","mitd450009@pec.istruzione.it","mitd450009@pec.istruzione.it","15027","45,5392769","9,12476095","(45.5392769, 9.12476095)"
"MI","MIMM8C801V","Istituto Istruzione Secondario Primo grado","Secondaria Primo Grado - Luini","Via Mincio",,"SESTO SAN GIOVANNI","I690","SESTO SAN GIOVANNI","20099","064","023657471","Ordinaria","NO","MIIC8C800T","MIIC8C800T","Dante Alighieri","Via Falck, 110","I690","SESTO SAN GIOVANNI","20099","064","Statale","820","161","5","Primo ciclo","Istituto Comprensivo",,"Non montano","023657471","0236574736",,"miic8c800t@istruzione.it",,"miic8c800t@pec.istruzione.it","miic8c800t@pec.istruzione.it","15209","45,55154024","9,26148795","(45.55154024, 9.26148795)"
"MI","MIEE8BR02P","Istituto Istruzione Primario","Primaria - via Cornicione","Via Cornicione",,"NOVATE MILANESE","F955","NOVATE MILANESE","20026","066","023545540","Ordinaria","NO","MIIC8BR00G","MIIC8BR00G","Via Brodolini","Via Dello Sport, 18","F955","NOVATE MILANESE","20026","066","Statale","1121","231","4","Primo ciclo","Istituto Comprensivo",,"Non montano","023544149","0233240314",,"icviabrodolini@libero.it",,"miic8br00g@pec.istruzione.it","miic8br00g@pec.istruzione.it","15157","45,52957807","9,14313433","(45.52957807, 9.14313433)"
"MI","MITF270003-TT","Istituto Istruzione Secondario Secondo grado","I.T. Tecnologico -  Cartesio","Via Gorki","100","PARCO NORD-CINISELLO B.","C707","CINISELLO BALSAMO","20092","065","00026121768","Ordinaria","SI","MITF270003","MITF270003","Cartesio","Via Gorki, 100","C707","CINISELLO BALSAMO","20092","065","Statale","687","687","1","Secondo ciclo","Istituto Tecnico","Istituto Tecnico","Non montano","026121768","026128891","026128891","mitf270003@istruzione.it","itiscartesio@tiscalinet.it","mitf270003@pec.istruzione.it","mitf270003@pec.istruzione.it","15077","45,53971239","9,21853835","(45.53971239, 9.21853835)"
"MI","MIRC061023","Istituto Istruzione Secondario Secondo grado","I.P.Servizi - M. Bellisario succursale","Via P. Nenni",,"-","L411","TREZZO SULL'ADDA","20056","059","00029090117","Succursale","NO","MIIS061003","MIIS061003","M. Bellisario","Strada Padana Superiore, 24","E317","INZAGO","20065","059","Statale","888","54","4","Secondo ciclo","Istituto di Istruzione Superiore","Istituto Professionale","Non montano","029549502","0295310722",,"miis061003@istruzione.it",,"miis061003@pec.istruzione.it","miis061003@pec.istruzione.it","15221","45,61340199","9,51186684","(45.61340199, 9.51186684)"
"MI","MIEE8D602X","Istituto Istruzione Primario","Primaria - via Grandi","Via Grandi",,"FRAZ. FIZZONASCO","G634","PIEVE EMANUELE","20090","094","0290722741","Ordinaria","NO","MIIC8D600R","MIIC8D600R","IC di Via Delle Betulle","Via Magnolie,","G634","PIEVE EMANUELE","20090","094","Statale","717","148","5","Primo ciclo","Istituto Comprensivo",,"Non montano","02 90720080","02 90420093",,"miic8d600r@istruzione.it",,"miic8d600r@pec.istruzione.it","miic8d600r@pec.istruzione.it","15173","45,37485015","9,19074484","(45.37485015, 9.19074484)"
"MI","MIAA8EM01L","Scuola dell'Infanzia","Infanzia - J. Piaget","Via Gogol",,,"H930","SAN GIULIANO MILANESE","20098","057",,"Ordinaria","NO","MIIC8EM00Q","MIIC8EM00Q","Cavalcanti","Via Cavalcanti, 11","H930","SAN GIULIANO MILANESE","20098","057","Statale","1382","163","5","Primo ciclo","Istituto Comprensivo",,"Non montano","029848341","0298241915",,"segreteria@primocircolosgm.it",,"miic8em00q@pec.istruzione.it","miaa14101c@pec.istruzione.it","15195","45,38791589","9,29727745","(45.38791589, 9.29727745)"
