"CODICE_FARMACIA","DESCRIZIONE_FARMACIA","PARTITA_IVA","INDIRIZZO","COMUNE","FRAZIONE","CAP","PROVINCIA","CODICE_ISTAT","LATITUDINE","LONGITUDINE","LOCATION"
"LC0141","FARMACIA RIVOLTELLA S.A.S.","03231850136","VIA SAN GOTTARDO","TORRE DE' BUSI",,"24032","BG","16.215","45,77624178761","9,46630167284","POINT (9.466301672843 45.776241787605)"
"VA0359","FARMACIA DR. LATTUADA ALESSANDRO SAS DI MORAZZONE","03494340122","VIA MAMELI, 23","MORAZZONE",,"21040","VA","12.105","45,76594181162","8,83078183459","POINT (8.830781834587 45.765941811616)"
"LC0191","FARMACIA FIORETTA SAS DI LAURA MARIA FIORETTA","03845730138","VIA FRATELLI CALVI, 6","CALOLZIOCORTE",,"23801","LC","97.013","45,80043028379","9,43260047093","POINT (9.432600470927 45.800430283789)"
"CO0538","FARMACIA PORTA SAS DI PORTA MARCO E C.","04098500137","VIA ITALIA 3/A","BRENNA",,"22040","CO","13.029","45,74411412037","9,18636857028","POINT (9.186368570284 45.744114120372)"
"MI0953","AEB  SPA","02641080961","VIA PIETRO VERRI, 16","BIASSONO",,"20046","MB","108.009","45,6299165","9,27664506","POINT (9.27664506 45.6299165)"
"MI8189","FARMACIA POZZOLI SNC","10473410966","VIA NAZIONALE DEI GIOVI,46","CESANO MADERNO",,"20811","MB","108.019","45,6312627","9,1383477","POINT (9.1383477 45.6312627)"
"MI4129","LUCE SIMONATTI S.TERESA","09031580963","VIA MONTE ROSA","LEGNANO",,"20025","MI","15.118","45,60386470082","8,92366606226","POINT (8.923666062264 45.603864700815)"
"CO0364","FARMACIA KLUZER S.N.C.","02628730133","VIA 4 NOVEMBRE, 30","MENAGGIO",,"22017","CO","13.145","46,01925411542","9,23715007922","POINT (9.237150079215 46.019254115419)"
"MI1022","A.S.B. COMUNALE N.1 BUCCINASCO","05463280965","VIA MARZABOTTO, 1","BUCCINASCO",,"20090","MI","15.036","45,42179758913","9,12121167831","POINT (9.121211678312 45.42179758913)"
"MI6123","SAN GIORGIO SRL","09937070960","VIA LIGURIA, 14","PIEVE EMANUELE",,"20072","MI","15.173","45,3749736796","9,1688235706","POINT (9.1688235706 45.3749736796)"
"MI0223","ASSP SPA-AZ.SPEC.SERV P.","02585280965","VIA DON LUIGI VIGANO', 72","CESANO MADERNO",,"20031","MB","108.019","45,6287476","9,14904269","POINT (9.14904269 45.6287476)"
"BS0857","FARM. DI LIMONE SUL GARDA SRL","04514570987","VIA IV NOVEMBRE, 29","LIMONE SUL GARDA",,"25010","BS","17.089","45,81314051795","10,79180720765","POINT (10.791807207648 45.813140517945)"
"SO0090","FARMACIA COMUNALE","00851070144","PIAZZA EZIO VANONI, 5","BIANZONE",,"23030","SO","14.008","46,18717749891","10,10732942732","POINT (10.107329427315 46.187177498912)"
"MI6141","SANTA BARBARA SNC DI CAMPO RICCARDO & C.","10563210961","VIA ALFONSINE, 22","SAN DONATO MILANESE",,"20097","MI","15.192","45,42368980377","9,26547328442","POINT (9.265473284417 45.423689803772)"
"MN0153","SOFRITTI","01006440299","VIA B. RAGAZZI, 192","BONDENO","STELLATA","44012","FE","38.003","44,9489380116","11,4197772981","POINT (11.4197772981 44.9489380116)"
"VA0428","FARMACIA STANCHIERI DELLA DR.SSA ALESSANDRA STANCHIERI","03778240121","VIA VERDI, 55","COCQUIO-TREVISAGO",,"21034","VA","12.053","45,86280438391","8,68287041256","POINT (8.682870412563 45.862804383907)"
"MI1990","SANTA RITA SRL","12091650965","PIAZZALE GABRIELE ROSA, 11","MILANO",,"20139","MI","15.146","45,4380778854","9,22381120232","POINT (9.223811202321 45.438077885396)"
"PV0522","ANTICA FARMACIA COLLI","02237440033","VIA GIUSEPPE MAZZINI, 13","MEDE",,"27035","PV","18.088","45,09719141531","8,73554237594","POINT (8.735542375937 45.097191415307)"
"MI4208","GESTIONE SERVIZI CORBETTA SRL N. 2","09293220969","VIA DELLA LIBERTA'","CORBETTA",,"20011","MI","15.085","45,4735570566","8,9149583964","POINT (8.9149583964 45.4735570566)"
"MN0199","FARM VIRTUS CAVALLI","01932840208","VIA GIUSEPPE GARIBALDI, 15","SCHIVENOGLIA",,"46020","MN","20.060","44,99619300244","11,07022528121","POINT (11.070225281208 44.996193002442)"
"MI0900","ASFCV.-COMUNALE N.1","02211980962","VIA DON LUALDI, 6","VIMERCATE","RUGINELLO","20059","MB","108.050","45,6155314","9,36818189","POINT (9.36818189 45.6155314)"
"MI1384","MELCHIONDA & C. SNC","02252590969","VIA VOLTA, 14","CERIANO LAGHETTO",,"20020","MB","108.018","45,6294363","9,08152715","POINT (9.08152715 45.6294363)"
"LC0138","FARMACIA LAMBRUGHI","03174120133","VIA GIOVANNI XXIII, 6","ELLO",,"23848","LC","97.033","45,78676321348","9,36615368788","POINT (9.366153687875 45.786763213476)"
"MI8154","FARMACIA SANT'EMILIA SNC","09948190963","VIA LIBERTA',3","LAZZATE",,"20824","MB","108.025","45,67289707","9,08579394","POINT (9.08579394 45.67289707)"
"MN0305","FARMACIA DOTT. CROTTI SAS DI CROTTI ALAN E CROTTI ALEX & C.","02870880354","VIA TRENTO TRIESTE, 3","OSTIGLIA",,"46035","MN","20.038","45,06582549543","11,13254540187","POINT (11.13254540187 45.065825495434)"
"MI1969","VIALBA SNC DEL DR. GHIRELLI PARIDE E C.","10864030969","VIA ARSIA, 14","MILANO",,"20157","MI","15.146","45,51596068568","9,12797972985","POINT (9.12797972985 45.515960685683)"
"SO0129","FARMACIA VITALI DI VITALI MARCELLA","00977240142","VIA ADDA, 225","ALBOSAGGIA",,"23010","SO","14.002","46,1263916","9,85960969","POINT (9.85960969 46.1263916)"
"CO0461","FARMACIA TIOLI DI LAZZERI RINELLO & C. SAS","03554980130","VIALE VARESE, 61","COMO",,"22100","CO","13.075","45,80868369239","9,07901407642","POINT (9.079014076422 45.808683692389)"
"MI8141","FARMACIA DI SEREGNO SAN SALVATORE SRL","09880040960","VIA MONTELLO 159","SEREGNO",,"20831","MB","108.039","45,64964506","9,204829182","POINT (9.204829182 45.64964506)"
"BS0710","F. BORTOLOTTI SNC DI BORTOLOTTI DR. SIMONE E C.","03921320986","VIA RONCADELLE","CASTEL MELLA",,"25030","BS","17.042","45,5241726877","10,1544750343","POINT (10.1544750343 45.5241726877)"
"MI8162","FARMACIA I.D.A. SNC","09950040965","VIA VITTORIO VENETO,8","BOVISIO-MASCIAGO",,"20813","MB","108.010","45,61257","9,141144","POINT (9.141144 45.61257)"
"MI0055","COOP.FARM.BAIAMONTI","00774640155","PIAZZA ANTONIO BAIAMONTI, 1","MILANO",,"20154","MI","15.146","45,4821164885","9,18126122522","POINT (9.181261225222 45.482116488499)"
"BS0639","F. COTTINELLI DELLE DOTT.SSE F. E F. ORSATTI SNC","03368350983","VIA GIUSEPPE GARIBALDI, 1","PALAZZOLO SULL'OGLIO",,"25036","BS","17.133","45,5981189881","9,88127297846","POINT (9.881272978458 45.598118988098)"
"BS0651","FARM. CASTREZZATO SRL","03651450987","VIA FINILETTO, 11","CASTREZZATO",,"25030","BS","17.045","45,52013283963","9,97953930077","POINT (9.979539300772 45.520132839633)"
"CR0027","A.F.M. CREMONA S.P.A. - COMUNALE N. 1","01070740194","CORSO GIUSEPPE GARIBALDI, 105","CREMONA",,"26100","CR","19.036","45,13781129156","10,01809811686","POINT (10.018098116861 45.137811291561)"
"PV0049","FARMACIA BONADEO","01400810188","VIA PAVIA, 70","VELLEZZO BELLINI","GIOVENZANO","27010","PV","18.173","45,27272933851","9,1150111493","POINT (9.1150111493 45.272729338511)"
"MI1209","AZ.SPECIALE FARM.COM.LI","03360950962","PIAZZA PAPA GIOVANNI XXIII, 3/6","BRUGHERIO",,"20047","MB","108.012","45,5526751","9,30084323","POINT (9.30084323 45.5526751)"
"MI6134","VOLPE SNC DI VOLPE ALESSANDRA E TIZIANA","10450060966","VIA VECCHIA CASSANESE, 170","SEGRATE",,"20054","MI","15.205","45,49659522041","9,29372071721","POINT (9.293720717213 45.496595220406)"
"MI8111","FARMACIA ALLE GRAZIE DEL DR.","07831300962","VIALE LIBERTA', 19","MONZA",,"20052","MB","108.033","45,5852061","9,27619191","POINT (9.27619191 45.5852061)"
"BS0726","FARM. FRASSINE DOTT. PAOLO","03980090983","VIA GIOSUE' CARDUCCI, 39","PAVONE DEL MELLA",,"25020","BS","17.137","45,30116569963","10,2088978096","POINT (10.208897809595 45.301165699633)"
"BS0742","FARM. OSPEDALE SRL (DENOMIN. CEF LA FARMACIA ITALIANA SRL)","04040070981","VIA SILVIO BONOMELLI, 138","ROVATO",,"25038","BS","17.166","45,56811611427","10,00003302004","POINT (10.000033020042 45.568116114274)"
"BS7042","FARMACIA DELLO SPORTIVO S.R.L.","04235160985","VIA ROMA, 95","TEMU'",,"25050","BS","17.184","46,2485653005","10,4684627198","POINT (10.4684627198 46.2485653005)"
"MI1918","SANITAS SAS DI ZAMPRONI MONICA","10572440963","CORSO GIUSEPPE GARIBALDI,49","MILANO",,"20121","MI","15.146","45,47417764","9,18349645","POINT (9.18349645 45.47417764)"
"BS0694","F. LUOSI MASSIMO DI BERETTA MARIA ELENA SAS","03862060989","PIAZZA ZAMARA","PALAZZOLO SULL'OGLIO",,"25036","BS","17.133","45,5983384911","9,88369065332","POINT (9.883690653315 45.598338491096)"
"VA0333","FARMACIA CRIVELLI DI DOTT.SSA CRIVELLI BRUNELLA E C. SAS","03319330126","VIA PIETRO NENNI","CASSANO MAGNAGO",,"21012","VA","12.040","45,66115130003","8,81927767248","POINT (8.819277672479 45.661151300027)"
"PV0534","FARMACIA SAN MATTEO S.R.L.","02733760181","VIA GASPARE ASELLI, 23","PAVIA",,"27100","PV","18.110","45,19299987945","9,14409368725","POINT (9.144093687248 45.192999879454)"
"PV0131","FARMACIA N. 3 ASM VOGHERA S.P.A.","01429910183","VIA EMILIA, 251","VOGHERA",,"27058","PV","18.182","44,99577563603","9,01520513984","POINT (9.015205139835 44.995775636026)"
"PV0559","FARMACIA RAGNI CASTEGGIO S.R.L.","02850690187","VIA ROMA, 43","CASTEGGIO",,"27045","PV","18.037","45,01493229764","9,12460618146","POINT (9.12460618146 45.014932297643)"
"BS0810","FARM. GHIDINELLI P. E C. SAS","04205900980","PIAZZA UMBERTO I","SOIANO DEL LAGO",,"25080","BS","17.180","45,5402638463","10,51288458543","POINT (10.512884585426 45.540263846303)"
"LO0094","DR.VIGANI DI MILANESI MARIA","07209780969","PIAZZA 25 APRILE, 27","MALEO",,"26847","LO","98.035","45,16778439058","9,76420633018","POINT (9.764206330182 45.167784390584)"
"MI1396","INTERNAZIONALE CORSICO SRL","07953250151","VIA MILANO, 17","CORSICO",,"20094","MI","15.093","45,43548821259","9,11393937148","POINT (9.113939371479 45.435488212591)"
"BG0779","NEO FARMA 20 S.R.L.","12283700966","VIA ALESSANDRO VOLTA, 3","ALBINO",,"24021","BG","16.004","45,75724039029","9,79225150766","POINT (9.792251507655 45.757240390292)"
"SO0096","CASTIONE ANDEVENNO SERVIZI COMUNALI S.R.L.","00886290147","VIALE BRUNO TIRELLI","CASTIONE ANDEVENNO",,"23012","SO","14.015","46,16189830758","9,82870733823","POINT (9.828707338231 46.161898307578)"
"MI0421","A.F.M. N. 42","13195220150","VIA SALVATORE BARZILAI, 1","MILANO",,"20146","MI","15.146","45,452060702","9,1412827322","POINT (9.141282732199 45.452060702002)"
"VA0532","FARMACIA COMUNALE 2 - SOMMA PATRIMONIO & SERVIZI SRL","02412060127","AEROPORTO MALPENSA - TERMINAL 2","SOMMA LOMBARDO","AREA ARRIVI LAND SIDE","21019","VA","12.123","45,6690975","8,6988946","POINT (8.6988946 45.6690975)"
"MI4006","A.F. COMUNALE N.2 CORNAREDO","11758500158","PIAZZETTA EUROPA, 11","CORNAREDO",,"20007","MI","15.087","45,4961218121","9,02846866942","POINT (9.028468669422 45.496121812104)"
"CR0105","FARMACIA STRADA","00856390190","PIAZZA EUROPA","CAPRALBA",,"26010","CR","19.015","45,44492629843","9,64508703893","POINT (9.645087038933 45.444926298431)"
"MI1496","SANT'ILARIO","11495880152","VIA GARIBALDI","NERVIANO","SANT'ILARIO","20014","MI","15.154","45,56923853493","8,98706975346","POINT (8.987069753458 45.569238534928)"
"BS0567","LAFARMACIA.CAPOLATERRA SRL","02779110986","VIALE GUGLIELMO MARCONI, 40","DESENZANO DEL GARDA",,"25015","BS","17.067","45,46916330488","10,53472233495","POINT (10.534722334954 45.469163304879)"
"BS0755","FARMACIA CORTINE","01659250987","VIA GIUSEPPE ZANARDELLI, 57","NAVE","CORTINE","25075","BS","17.117","45,5882847409","10,2568343028","POINT (10.2568343028 45.5882847409)"
"MI1804","CERINI SNC","07734420966","VIA AURELIO SAFFI, 6","MILANO",,"20123","MI","15.146","45,46934280334","9,17181498798","POINT (9.171814987982 45.469342803335)"
"MI4153","AL BORGO SAS DEI DOTTORI RUGGERI EZIO E PINO ANNALISA","09869380965","PIAZZA DELLA COSTITUZIONE","PREGNANA MILANESE",,"20006","MI","15.179","45,5103208802","9,0029215668","POINT (9.0029215668 45.5103208802)"
"LC0172","SAN GIUSEPPE SNC","03683520138","CORSO EUROPA","CALOLZIOCORTE",,"23801","LC","97.013","45,77612389614","9,44288598813","POINT (9.442885988133 45.776123896137)"
"CO0510","FARMACIA GAVAZZI SAS DEL DR. ROBERTO GAVAZZI & C.","03871300137","PIAZZA DEL FILATOIO, 2","ORSENIGO",,"22030","CO","13.170","45,77821","9,17546486","POINT (9.17546486 45.77821)"
"MI1928","VITRUVIO","10881640964","VIA VITRUVIO, 39","MILANO",,"20124","MI","15.146","45,482210282","9,206807925","POINT (9.206807924996 45.482210281995)"
"MI4278","CESATE ROMANO'","12283700966","VIA C. ROMANO', 13","CESATE",,"20031","MI","15.076","45,59640688151","9,07806097021","POINT (9.078060970212 45.59640688151)"
"CR0248","FARMACIA ADDA S.R.L.","01682590193","VIALE DELLA VITTORIA","SPINO D'ADDA",,"26016","CR","19.102","45,399475198","9,4912214901","POINT (9.4912214901 45.399475198)"
"MI8036","ROVANI DI PIERLUIGI CUZZOCREA & C. SAS","04024530968","VIA GIUSEPPE ROVANI, 84","SESTO SAN GIOVANNI",,"20099","MI","15.209","45,53605198187","9,22811438759","POINT (9.228114387592 45.536051981866)"
"PV0567","FARMACIA DI SOMMO S.R.L.","02892740180","VIA ROMA, 165","SOMMO",,"27048","PV","18.151","45,13190640841","9,08463749526","POINT (9.084637495263 45.131906408412)"
"CO0545","FARMACIA DI LORA SRL","04147840138","VIA STATALE PER LECCO, 51","COMO","LORA","22100","CO","13.075","45,79927061014","9,10750374989","POINT (9.107503749889 45.799270610135)"
"MI0435","COMUNALE N.1-FARMA.CO.M.-","02730670961","VIA RISORGIMENTO, 4","MONZA",,"20052","MB","108.033","45,5852061","9,27619191","POINT (9.27619191 45.5852061)"
"MI1811","SAN MAURIZIO SAS","07904380966","VIA CESARE BATTISTI, 37","COLOGNO MONZESE","SAN MAURIZIO AL LAMBRO","20093","MI","15.081","45,54717019924","9,26796413458","POINT (9.267964134583 45.547170199243)"
"PV0355","FARMACIA SANTA GIUSTINA","01843260181","VIA AVVOCATO GEROLAMO FORNI,1/A","INVERNO E MONTELEONE",,"27010","PV","18.077","45,1950839","9,4068884","POINT (9.4068884 45.1950839)"
"CR0254","FARMACIA MINERVA S.R.L.","01714590195","VIA MARCONI","RIPALTA ARPINA",,"26010","CR","19.080","45,26500088874","9,72165970585","POINT (9.721659705845 45.265000888736)"
"MI4265","PASSIRANA SRL","13811840969","VIA GIUSEPPE CASATI, 7","RHO","PASSIRANA","20017","MI","15.182","45,5486799057","9,0483325389","POINT (9.0483325389 45.5486799057)"
"VA0214","FARMACIA GALBIATI DI CARLOTTA E DR. CESARE FANTONI GALBIATI & C. SAS","02134980123","VIA REPUBBLICA 14/16","ORIGGIO",,"21040","VA","12.109","45,59899131563","9,01854409325","POINT (9.018544093249 45.598991315625)"
"MI1901","PASUBIO FARMA ACQUISITION SRL","02489000998","VIALE PASUBIO, 6","MILANO",,"20154","MI","15.146","45,48137079248","9,18554119262","POINT (9.185541192622 45.481370792483)"
"MI1904","CORVETTO FARMA ACQUISITION SRL","02489000998","VIALE LUCANIA, 6","MILANO",,"20139","MI","15.146","45,4409771857","9,22453380619","POINT (9.224533806194 45.440977185704)"
"MI1166","AZIENDA SPECIALE DI SAN DONATO MILANESE N.4","11305000157","VIA EUROPA, 7","SAN DONATO MILANESE",,"20097","MI","15.192","45,41335969484","9,2751843898","POINT (9.275184389798 45.413359694841)"
"MI6183","DR.MAX GORGONZOLA GARIBALDI","03664141201","PIAZZA GARIBALDI, 4","GORGONZOLA",,"20064","MI","15.108","45,53000200797","9,4093199025","POINT (9.409319902495 45.530002007973)"
"MI0665","A.F.M. N. 23","13195220150","VIA MONTE SUELLO, 1","MILANO",,"20133","MI","15.146","45,46376988546","9,23053374013","POINT (9.230533740125 45.463769885462)"
"MN0339","FARMACIA FABBRI & BEDUSCHI SRL","02763170202","VIA CISA, 73","BORGO VIRGILIO","CERESE","46034","MN","20.071","45,12096341472","10,78655267637","POINT (10.786552676366 45.120963414722)"
"PV0347","FARMACIA PIZZOCARO S.N.C.","01805230180","VIA PAVIA, 7","TRIVOLZIO",,"27021","PV","18.163","45,2539964976","9,03828163121","POINT (9.038281631208 45.253996497604)"
"PV0421","FARMACIA DI CASTELLO D'AGOGNA S.N.C.","02183630181","VIA MILANO, 31","CASTELLO D'AGOGNA",,"27030","PV","18.039","45,23409421334","8,6889787245","POINT (8.688978724502 45.234094213338)"
"MN0175","FARMACIA S.CHIARA DI PASINI DR.SSA VIRNA S.A.S.","01693240200","VIA GIOACCHINO ROSSINI, 1","MARCARIA","CAMPITELLO","46010","MN","20.031","45,08886231812","10,60795351426","POINT (10.607953514256 45.088862318121)"
"MI8128","FARMACIA VILLA DEL DR. CORBISIERO ROBERTO MARIA","07957990968","VIA RAFFAELE DE GRADI, 3","MONZA",,"20052","MB","108.033","45,5852061","9,27619191","POINT (9.27619191 45.5852061)"
"MI6105","ANTICA FARMACIA DI CASSANO D'ADDA SAS","08902900961","PIAZZA GARIBALDI, 5","CASSANO D'ADDA",,"20062","MI","15.059","45,52531438671","9,52217895981","POINT (9.52217895981 45.525314386713)"
"CR0280","FARMACIA MONTE CREMASCO S.N.C. DEL DOTT. GAETANO DOMENICO CRISTINA","01804910196","VIA DOTTOR VIGNALI, 1","MONTE CREMASCO",,"26010","CR","19.058","45,3752587966","9,5731875622","POINT (9.5731875622 45.3752587966)"
"BS0787","FARM. BERTANZA ENRICO SRL","04151350982","VIA TRIESTE, 75","MONTICHIARI",,"25018","BS","17.113","45,4110666995","10,39529926628","POINT (10.395299266277 45.411066699499)"
"BG0631","FARMACIA VALTESSE S.N.C. DI VIOLANTE CACCAVALE E ALESSANDRA CIOFFI","04217380163","VIA PIETRO RUGGERI DA STABELLO, 57","BERGAMO",,"24123","BG","16.024","45,7202704138","9,6598160964","POINT (9.6598160964 45.7202704138)"
"MI4179","CROCEVERDE SRL","10276540969","VIA PER CESATE, 64","GARBAGNATE MILANESE",,"20024","MI","15.105","45,5859017165","9,0784792272","POINT (9.0784792272 45.5859017165)"
"BG0353","FARM. SAN MAURO - DR.SSA SILVIA FARINA & C. S.A.S.","02297750164","PIAZZA SANTISSIMO REDENTORE, 33","SARNICO",,"24067","BG","16.193","45,66797577933","9,95700208372","POINT (9.957002083716 45.667975779334)"
"BG0296","DONEDA","02061470163","VIA GABRIELE CAMOZZI, 1","PEDRENGO",,"24066","BG","16.160","45,69842512053","9,73438142321","POINT (9.734381423208 45.698425120534)"
"LC0183","FARMACIA FUSI SNC","03724330133","CORSO EMANUELE FILIBERTO, 93","LECCO",,"23900","LC","97.042","45,83085101835","9,41523928634","POINT (9.415239286337 45.83085101835)"
"BG0517","FARM. BETTINA MAGNI & C. S.A.S.","03408560161","VIA GUGLIELMO MARCONI, 596","CALUSCO D'ADDA",,"24033","BG","16.046","45,68986828704","9,47218769671","POINT (9.47218769671 45.689868287039)"
"MI8244","FARMACIA DR. RANIERI DI LIMONTA RANIERI S.R.L.","13054390961","VIA PIO XI, 2","RONCO BRIANTINO",,"20050","MB","108.038","45,6658767","9,40402382","POINT (9.40402382 45.6658767)"
"MI4051","CENTRALE SNC","05069450962","PIAZZA SAN MAGNO, 32","LEGNANO",,"20025","MI","15.118","45,59457862079","8,91778548663","POINT (8.917785486634 45.594578620789)"
"SO0104","FARMACIA PIGHETTI DI PIGHETTI DR.SSA SILVIA","00911140143","VIA SPLUGA, 48","DUBINO","F.NE NUOVA OLONIO","23015","SO","14.027","46,16938028772","9,42960838295","POINT (9.42960838295 46.169380287719)"
"BG0745","FARMACIA FAPPANI DI BOLTIERE S.R.L.","04635590161","PIAZZA CADUTI DELLA LIBERTA', 17","BOLTIERE",,"24040","BG","16.029","45,59967439882","9,58044483773","POINT (9.580444837725 45.599674398824)"
"MI4221","CASCINA CROCE SNC","11339860964","VIA CASCINA CROCE, 123","CORNAREDO","CASCINA CROCE","20007","MI","15.087","45,5014527009","9,0165606835","POINT (9.0165606835 45.5014527009)"
"MI1422","INTERNAZIONALE BOLIVAR","11022640152","PIAZZA SIMONE BOLIVAR, 11","MILANO",,"20146","MI","15.146","45,45473079917","9,15189640091","POINT (9.151896400914 45.454730799168)"
"BG0379","S. BERNARDINO","02541760167","VIA SAN BERNARDINO, 93","BERGAMO",,"24126","BG","16.024","45,68398129925","9,66225196126","POINT (9.66225196126 45.683981299253)"
"BS7032","FARMACIA DI ESINE SRL","04014690988","VIA ALESSANDRO MANZONI, 24","ESINE",,"25040","BS","17.070","45,92483049983","10,25478454532","POINT (10.254784545316 45.924830499834)"
"BG0625","FARMACIA PETROSILLO S.N.C. DI PETROSILLO GIOVANNI  & C.","04185820166","VIA SAN LINO, 7","LURANO",,"24050","BG","16.129","45,56776440962","9,63942409942","POINT (9.639424099419 45.567764409616)"
"BS0630","F. CENTRALE SALO' SRL","02308590989","PIAZZALE MARTIRI LIBERTA'","SALO'",,"25087","BS","17.170","45,60302315774","10,5175022178","POINT (10.517502217795 45.603023157736)"
"BG0760","FARMACIA ACHILLE S.R.L.","04714050160","VIA PAPA GIOVANNI XXIII, 64","CALCIO",,"24054","BG","16.044","45,50730243059","9,84975900716","POINT (9.849759007155 45.507302430591)"
"BG0470","FARM. SAN GIOVANNI","03070750165","VIA ZAVERIO RONCALLI, 6","SOTTO IL MONTE GIOVANNI XXIII",,"24039","BG","16.203","45,70701711611","9,49517162959","POINT (9.495171629589 45.707017116112)"
"MI6058","BELLONI DEL DR. ALESSANDRO BELLONI","02315320180","VIA FRATELLI KENNEDY, 23","PIEVE EMANUELE","FIZZONASCO","20072","MI","15.173","45,37200380367","9,18978738095","POINT (9.189787380951 45.372003803669)"
"PV0412","FARMACIE CORNALBA S.N.C.","02181760188","CORSO VITTORIO EMANUELE II, 48","VIGEVANO",,"27029","PV","18.177","45,3186360166","8,85897193517","POINT (8.858971935166 45.318636016603)"
"LO0109","TRONCONI","08753240962","VIA VITTORIO VENETO","SECUGNAGO",,"26826","LO","98.052","45,23177209088","9,5923033867","POINT (9.5923033867 45.231772090882)"
"MI4234","OLISTICA SNC DI LUCIO MARIO ASCANI","11732840969","VIA MONTEBELLO 9","BUSTO GAROLFO","OLCELLA","20020","MI","15.041","45,54454979","8,885003773","POINT (8.885003773 45.54454979)"
"VA0543","SOMMA PATRIMONIO E SERVIZI SRL","02412060127","VIA PASTRENGO, 1","SOMMA LOMBARDO","SOMMA LOMBARDO","21019","VA","12.123","45,67592832664","8,70500353378","POINT (8.705003533781 45.675928326639)"
"CO0372","FARMACIA SANTA TERESA","02738870126","VIA ARMANDO DIAZ, 4","LONGONE AL SEGRINO",,"22030","CO","13.134","45,81856298066","9,25116269349","POINT (9.251162693487 45.818562980657)"
"BG0582","FARMACIA LA SALUTE S.A.S. - DI FARMA SOCIETY S.R.L. & C.","03844200166","VIA PROVINCIALE, 30","DALMINE",,"24044","BG","16.091","45,64184438234","9,61333601252","POINT (9.613336012519 45.641844382343)"
"BS0603","FARM. TITA DELLA DOTT.SSA TITA SANVITALE SIMONETTA BEATRICE E C SNC","03005740984","CORSO MARTIRI DELLA LIBERTA', 18","BRESCIA",,"25122","BS","17.029","45,53751398176","10,2158110066","POINT (10.215811006596 45.537513981759)"
"BG0777","NEO FARMA 20 S.R.L.","12283700966","PIAZZA SPINO","ALBINO",,"24021","BG","16.004","45,7699984013","9,7889057872","POINT (9.7889057872 45.7699984013)"
"BG0239","TACCHINARDI","01647670163","VIA ANTONIO LOCATELLI, 6","MORENGO",,"24050","BG","16.140","45,5338663168","9,7059472416","POINT (9.7059472416 45.5338663168)"
"CR0215","FARMACIA SANT'AMBROGIO DEL DOTT GUGLIELMO LEGGERI","01560940197","VIA FABIO FILZI, 40","CREMONA",,"26100","CR","19.036","45,14468390734","10,01387020108","POINT (10.01387020108 45.144683907342)"
"VA0325","FARMACIA LOSI S.R.L.","03253370120","VIA GUGLIELMO MARCONI, 3","BESOZZO",,"21023","VA","12.013","45,84689327265","8,67192257037","POINT (8.671922570371 45.846893272653)"
"LO0028","AZIENDA SERVIZI COMUNALI SANT'ANGELO LODIGIANO","11669330158","PIAZZA VITTORIO EMANUELE II, 25","SANT'ANGELO LODIGIANO",,"26866","LO","98.050","45,24104033868","9,40715066934","POINT (9.407150669335 45.24104033868)"
"MI6174","BORGOLOMBARDO SNC DEL DR.VIVIANI LINO & C.","13273220965","VIA ANTONIO LABRIOLA, 18","SAN GIULIANO MILANESE",,"20098","MI","15.195","45,40192091158","9,27463252529","POINT (9.274632525293 45.401920911577)"
"BG0609","PHARMA SALUTE - DR.SSA ANITA MUTTI & C. S.A.S.","04020030161","VIA ALESSANDRO MANZONI, 1","ENTRATICO",,"24060","BG","16.094","45,70560078402","9,87445970526","POINT (9.874459705257 45.705600784023)"
"MN0058","TADDEI","01354650200","VIA MANTOVANA","SERRAVALLE A PO","TORRIANA","46030","MN","20.062","45,06368178179","11,07430433439","POINT (11.074304334388 45.063681781787)"
"MI1757","COMASINA SAS DELLA DOTT.SSA VERCESI LAURA & C.","06579460962","PIAZZA CARDINALE PIETRO GASPARRI, 9","MILANO",,"20161","MI","15.146","45,5266937127","9,16239766831","POINT (9.162397668307 45.5266937127)"
"BS0367","FARM. DELLABONA VINCENZO","01531070983","VIA GUGLIELMO MARCONI, 17","OFFLAGA",,"25020","BS","17.122","45,38533660368","10,11817150289","POINT (10.118171502891 45.385336603683)"
"BS0866","FARM. TOMASONI SAS DI FT SRL","03569890985","VIA BRESCIA, 71","NAVE",,"25075","BS","17.117","45,58552310597","10,28548468383","POINT (10.285484683833 45.585523105965)"
"MN0221","FARMACIA ALLA LUNETTA","02133420204","VIALE VENETO, 23","MANTOVA","LUNETTA","46100","MN","20.030","45,16068110483","10,82190628668","POINT (10.821906286675 45.160681104828)"
"CO0500","FARMACIA BRIANTEA SRL","03762330136","VIA TEVERE, 2","VILLA GUARDIA",,"22079","CO","13.245","45,775648307","9,028517636","POINT (9.028517636 45.775648307)"
"CO0492","FARMACIA SPATARO SRL","03714770132","CORSO GIACOMO MATTEOTTI, 28","BINAGO",,"22070","CO","13.023","45,78515929439","8,92555349922","POINT (8.925553499221 45.785159294393)"
"MI0715","COMUNALE N.2-FARMA.CO.M.","02730670961","VIA ARRIGO BOITO, 49","MONZA",,"20052","MB","108.033","45,5852061","9,27619191","POINT (9.27619191 45.5852061)"
"BS0780","FARM. CAVALLI SNC DR LUIGI CAVALLI E C","04141740987","PIAZZA IV NOVEMBRE, 8","FLERO",,"25020","BS","17.072","45,48433040058","10,17427158084","POINT (10.174271580844 45.484330400584)"
